Zr,1.3633900413431412
K,1.918394164008701
Mg,1.660523856825737
Sn,2.57027560557764
C,1.5806982663754052
In,1.4567699083762893
La,3.1836732973296797
Al,2.2971037902974754
B,3.371118338418345
Ru,2.7360622429554127
Au,0.9353201737380985
Ho,2.23801564225392
Pb,0.8450350024118691
F,0.865406772195799
Xe,5.329070518200751e-15
Dy,2.0169959682293133
S,2.0942691037499745
Nb,1.9239919451589298
Te,0.8741286620352078
Rb,0.7928482396449841
Sb,1.8410792993144032
Tb,2.169058918972045
Hf,1.2110403741553668
Pd,2.7652519823367037
O,7.176067365601757
Ag,0.8685415572764956
Se,1.2950057739108072
Ga,1.059097606683041
Zn,0.7830549630638366
As,0.8351183437239982
Ca,2.7413236377196615
Cd,1.1128128563446413
Yb,1.0028832220208912
Li,1.5482216207496897
N,2.7719935724957914
Pt,5.585632666167658
Er,2.8598346016086857
Cl,1.0346648054357903
P,1.3426177171736757
Rh,5.540545970792934
Ge,1.9637932680437604
Ir,5.978479403514456
Ba,2.7656496107199917
Si,1.8130977001473756
Mo,1.2147447833738365
Ni,2.4644164080582485
Co,0.4854990705811826
W,0.7630463221536203
Lu,0.02370925386181355
Bi,1.1362836690237188
Sc,1.888718805167576
Tl,0.3575817372845549
Y,3.0184370643200342
Pu,5.329070518200751e-15
Be,0.198030100755064
Re,1.27893618054296
Cu,0.798131399515082
Os,2.0231556536542037
Ce,0.4704246550239315
Mn,0.8802506342397276
Cs,0.8798392593699713
Ti,1.1475059626667647
Fe,0.20598682923709433
Th,1.7727001228416164
V,0.9730521673108701
Sr,3.469026732450004
I,0.19480535302834667
Br,0.34005082125625563
Eu,0.07749209132921386
Hg,0.17884701747999898
Ta,2.403365340823008
Tc,0.6402079758724302
Nd,0.026739941569497105
Cr,0.3637231456566905
Na,1.4332397536817023
U,0.25397257167443144
H,0.6032741603644887
Gd,0.2661028159492087
Pr,0.046907798313357674
Pa,0.05388176805208644
Kr,5.329070518200751e-15
Ac,5.329070518200751e-15
